pokemon_item,set,ungraded,grade_nine,grade_ten,date(D/M/Y)
Ace Trainer [Regional Championships Staff] #69,pokemon-ancient-origins,37.23,N/A,N/A,06/07/2024
Forest of Giant Plants [Reverse Holo] #74,pokemon-ancient-origins,1.89,16.12,40.58,06/07/2024
Energy Recycler [Reverse Holo] #72,pokemon-ancient-origins,2.62,18.52,44.73,06/07/2024
Lucky Helmet [Reverse Holo] #77,pokemon-ancient-origins,1.59,15.15,38.89,06/07/2024
Lysandre [Reverse Holo] #78,pokemon-ancient-origins,1.65,15.35,39.24,06/07/2024
Vespiquen [Reverse Holo] #10,pokemon-ancient-origins,1.37,14.51,37.78,06/07/2024
Larvesta [Reverse Holo] #16,pokemon-ancient-origins,0.96,13.15,35.43,06/07/2024
Relicanth [Reverse Holo] #23,pokemon-ancient-origins,1.46,14.73,38.17,06/07/2024
Rotom [Reverse Holo] #29,pokemon-ancient-origins,1.18,13.92,36.78,06/07/2024
Claydol [Reverse Holo] #33,pokemon-ancient-origins,1.82,15.58,39.64,06/07/2024
Golett [Reverse Holo] #34,pokemon-ancient-origins,1.16,N/A,N/A,06/07/2024
Quagsire [Reverse Holo] #39,pokemon-ancient-origins,1.90,65.00,78.00,06/07/2024
Bellossom [Reverse Holo] #4,pokemon-ancient-origins,1.40,14.47,37.73,06/07/2024
Sableye [Reverse Holo] #44,pokemon-ancient-origins,1.41,42.48,51.00,06/07/2024
Malamar [Reverse Holo] #46,pokemon-ancient-origins,1.13,N/A,N/A,06/07/2024
Beldum [Reverse Holo] #47,pokemon-ancient-origins,1.30,5.50,N/A,06/07/2024
Spinarak [Reverse Holo] #5,pokemon-ancient-origins,1.42,14.61,37.96,06/07/2024
Registeel [Reverse Holo] #51,pokemon-ancient-origins,1.41,14.48,37.74,06/07/2024
Ralts [Reverse Holo] #52,pokemon-ancient-origins,1.19,14.06,37.01,06/07/2024
Cottonee [Reverse Holo] #55,pokemon-ancient-origins,0.99,5.50,35.94,06/07/2024
Whimsicott [Reverse Holo] #56,pokemon-ancient-origins,0.99,13.21,35.55,06/07/2024
Sliggoo [Reverse Holo] #59,pokemon-ancient-origins,1.36,N/A,N/A,06/07/2024
Porygon-Z [Reverse Holo] #66,pokemon-ancient-origins,2.13,18.65,41.01,06/07/2024
Ampharos Spirit Link [Reverse Holo] #70,pokemon-ancient-origins,1.73,7.68,39.69,06/07/2024
Eco Arm #71,pokemon-ancient-origins,1.21,N/A,N/A,06/07/2024
Eco Arm [Reverse Holo] #71,pokemon-ancient-origins,1.42,14.60,37.95,06/07/2024
Faded Town [Reverse Holo] #73,pokemon-ancient-origins,1.54,14.96,38.57,06/07/2024
Hex Maniac [Reverse Holo] #75,pokemon-ancient-origins,2.69,17.03,42.14,06/07/2024
Paint Roller #79,pokemon-ancient-origins,1.25,N/A,N/A,06/07/2024
Sceptile Spirit Link [Reverse Holo] #80,pokemon-ancient-origins,1.68,20.00,39.45,06/07/2024
Combee [Reverse Holo] #9,pokemon-ancient-origins,1.27,14.12,37.11,06/07/2024
Flareon [Cosmos Holo] #13,pokemon-ancient-origins,N/A,N/A,N/A,06/07/2024
Regirock [Cracked Ice Holo] #40,pokemon-ancient-origins,0.50,N/A,N/A,06/07/2024
Charizard #6,pokemon-1999-topps-tv,6.25,46.00,147.55,06/07/2024
Charizard [Foil] #6,pokemon-1999-topps-tv,28.06,134.99,810.00,06/07/2024
Pikachu [Rainbow] #TV2,pokemon-1999-topps-tv,32.49,N/A,N/A,06/07/2024
Ivysaur #2,pokemon-1999-topps-tv,2.25,17.17,36.91,06/07/2024
Ninetails #38,pokemon-1999-topps-tv,3.91,14.00,64.00,06/07/2024
Meowth #52,pokemon-1999-topps-tv,2.69,27.00,39.22,06/07/2024
Pikachu [Foil] #25,pokemon-1999-topps-tv,6.50,35.38,265.52,06/07/2024
Charizard [Rainbow Foil] #6,pokemon-1999-topps-tv,76.00,400.00,N/A,06/07/2024
Pikachu #25,pokemon-1999-topps-tv,3.08,19.14,76.41,06/07/2024
Charmeleon [Rainbow Foil] #5,pokemon-1999-topps-tv,14.21,N/A,N/A,06/07/2024
Pikachu [Rainbow Foil] #25,pokemon-1999-topps-tv,27.49,100.87,N/A,06/07/2024
Venusaur #3,pokemon-1999-topps-tv,3.26,22.00,44.79,06/07/2024
Blastoise #9,pokemon-1999-topps-tv,4.88,18.24,80.00,06/07/2024
Blastoise [Foil] #9,pokemon-1999-topps-tv,9.25,45.00,120.25,06/07/2024
Psyduck #54,pokemon-1999-topps-tv,2.06,20.03,69.54,06/07/2024
Venusaur [Rainbow Foil] #3,pokemon-1999-topps-tv,19.02,50.00,254.00,06/07/2024
Arcanine #59,pokemon-1999-topps-tv,1.95,40.00,59.00,06/07/2024
Poliwhirl #61,pokemon-1999-topps-tv,1.76,30.00,36.00,06/07/2024
Golem #76,pokemon-1999-topps-tv,2.40,35.72,43.00,06/07/2024
Pikachu #TV2,pokemon-1999-topps-tv,2.99,29.99,90.00,06/07/2024
Butterfree #12,pokemon-1999-topps-tv,2.05,30.00,52.87,06/07/2024
Bulbasaur [Rainbow Foil] #1,pokemon-1999-topps-tv,19.83,43.02,769.18,06/07/2024
Charmander #4,pokemon-1999-topps-tv,5.00,22.26,56.76,06/07/2024
Jesse #TV9,pokemon-1999-topps-tv,2.72,100.00,130.40,06/07/2024
Blastoise [Rainbow Foil] #9,pokemon-1999-topps-tv,25.02,136.06,330.00,06/07/2024
Kadabra #64,pokemon-1999-topps-tv,1.25,15.95,31.79,06/07/2024
Caterpie #10,pokemon-1999-topps-tv,2.50,37.35,124.94,06/07/2024
Nidoran [Rainbow Foil] #29,pokemon-1999-topps-tv,14.82,N/A,199.99,06/07/2024
Clefairy #35,pokemon-1999-topps-tv,2.25,31.63,68.29,06/07/2024
Fearow #22,pokemon-1999-topps-tv,2.64,22.00,48.52,06/07/2024
Rattata #19,pokemon-1999-topps-tv,1.69,18.00,31.00,06/07/2024
Tentacruel #73,pokemon-1999-topps-tv,3.41,25.00,28.76,06/07/2024
Geodude #74,pokemon-1999-topps-tv,2.47,15.00,34.00,06/07/2024
Beedrill #15,pokemon-1999-topps-tv,2.43,10.96,45.49,06/07/2024
Pidgeot #18,pokemon-1999-topps-tv,3.64,17.00,69.00,06/07/2024
Ekans #23,pokemon-1999-topps-tv,2.76,7.63,132.76,06/07/2024
Vulpix #37,pokemon-1999-topps-tv,3.08,24.99,35.00,06/07/2024
Zubat #41,pokemon-1999-topps-tv,1.46,20.00,30.00,06/07/2024
Dugtrio #51,pokemon-1999-topps-tv,2.93,40.77,49.00,06/07/2024
Weedle #13,pokemon-1999-topps-tv,1.63,20.00,37.50,06/07/2024
Gloom #44,pokemon-1999-topps-tv,1.99,8.71,57.00,06/07/2024
Golbat #42,pokemon-1999-topps-tv,1.35,12.78,32.00,06/07/2024
Ash Ketchum #TV1,pokemon-1999-topps-tv,3.99,99.00,177.92,06/07/2024
Machoke #67,pokemon-1999-topps-tv,2.01,33.00,48.00,06/07/2024
Bellsprout #69,pokemon-1999-topps-tv,1.75,10.00,51.96,06/07/2024
Bulbasaur #1,pokemon-1999-topps-tv,4.05,20.00,57.65,06/07/2024
Graveler #75,pokemon-1999-topps-tv,1.04,13.98,68.71,06/07/2024
Brock #TV4,pokemon-1999-topps-tv,2.85,28.50,135.56,06/07/2024
Nidoran #32,pokemon-1999-topps-tv,2.19,12.00,68.40,06/07/2024
Diglett #50,pokemon-1999-topps-tv,3.70,50.97,172.24,06/07/2024
Arcanine [Foil] #59,pokemon-1999-topps-tv,7.43,63.93,306.46,06/07/2024
Wigglytuff #40,pokemon-1999-topps-tv,2.30,34.86,41.97,06/07/2024
Charmeleon #5,pokemon-1999-topps-tv,3.14,26.00,61.69,06/07/2024
Alakazam [Rainbow Foil] #65,pokemon-1999-topps-tv,36.99,165.30,N/A,06/07/2024
Machop #66,pokemon-1999-topps-tv,2.50,18.24,46.61,06/07/2024
Oddish #43,pokemon-1999-topps-tv,1.29,22.00,43.70,06/07/2024
Raichu #26,pokemon-1999-topps-tv,3.05,21.00,37.40,06/07/2024
Growlithe #58,pokemon-1999-topps-tv,2.59,12.00,45.73,06/07/2024
Charmander [Foil] #4,pokemon-1999-topps-tv,13.31,41.00,145.83,06/07/2024
James #TV10,pokemon-1999-topps-tv,4.61,59.39,201.23,06/07/2024
Nidorina #30,pokemon-1999-topps-tv,2.00,10.00,42.41,06/07/2024
Persian #53,pokemon-1999-topps-tv,1.83,11.00,52.32,06/07/2024
Poliwrath #62,pokemon-1999-topps-tv,2.99,21.88,46.33,06/07/2024
Checklist [Rainbow Foil],pokemon-1999-topps-tv,17.99,85.00,432.24,06/07/2024
Meowth [Foil] #TV11,pokemon-1999-topps-tv,4.39,N/A,N/A,06/07/2024
Booster Box,pokemon-1999-topps-tv,498.12,N/A,N/A,06/07/2024
Ninetails [Foil] #38,pokemon-1999-topps-tv,8.74,21.25,N/A,06/07/2024
Charmeleon [Foil] #5,pokemon-1999-topps-tv,6.42,30.00,32.50,06/07/2024
Golduck #55,pokemon-1999-topps-tv,2.47,28.00,34.00,06/07/2024
Pikachu [Foil] #TV2,pokemon-1999-topps-tv,7.00,N/A,N/A,06/07/2024
Metapod #11,pokemon-1999-topps-tv,1.99,10.90,39.58,06/07/2024
Pidgey #16,pokemon-1999-topps-tv,2.37,35.40,118.16,06/07/2024
Primeape #57,pokemon-1999-topps-tv,5.98,11.00,36.00,06/07/2024
Vileplume #45,pokemon-1999-topps-tv,3.49,12.00,16.75,06/07/2024
Paras #46,pokemon-1999-topps-tv,2.42,36.26,44.00,06/07/2024
Ash Ketchum [Rainbow] #TV1,pokemon-1999-topps-tv,2.95,N/A,N/A,06/07/2024
Kakuna #14,pokemon-1999-topps-tv,2.44,15.00,30.00,06/07/2024
Arbok #24,pokemon-1999-topps-tv,4.29,22.00,37.86,06/07/2024
Checklist,pokemon-1999-topps-tv,3.90,39.98,165.00,06/07/2024
Nidoran #29,pokemon-1999-topps-tv,1.96,27.00,42.00,06/07/2024
Nidoqueen #31,pokemon-1999-topps-tv,2.07,15.00,43.67,06/07/2024
Professor Oak #TV7,pokemon-1999-topps-tv,1.32,25.00,82.65,06/07/2024
Nidorino #33,pokemon-1999-topps-tv,1.35,6.50,45.00,06/07/2024
Ash Ketchum [Foil] #TV1,pokemon-1999-topps-tv,16.99,110.00,150.00,06/07/2024
Poliwag #60,pokemon-1999-topps-tv,1.55,22.16,31.26,06/07/2024
Venusaur [Foil] #3,pokemon-1999-topps-tv,2.00,30.00,77.00,06/07/2024
Alakazam [Foil] #65,pokemon-1999-topps-tv,8.36,29.00,113.50,06/07/2024
Sandslash #28,pokemon-1999-topps-tv,2.79,16.18,97.27,06/07/2024
Raichu [Foil] #26,pokemon-1999-topps-tv,6.38,21.84,99.00,06/07/2024
Venonat #48,pokemon-1999-topps-tv,2.27,14.52,15.64,06/07/2024
Venomoth #49,pokemon-1999-topps-tv,1.54,16.32,52.44,06/07/2024
Misty [Foil] #TV3,pokemon-1999-topps-tv,5.99,79.00,199.00,06/07/2024
Jigglypuff #39,pokemon-1999-topps-tv,1.49,25.25,80.00,06/07/2024
Charmander [Rainbow Foil] #4,pokemon-1999-topps-tv,17.49,274.55,N/A,06/07/2024
Squirtle #7,pokemon-1999-topps-tv,5.69,25.00,74.97,06/07/2024
Abra #63,pokemon-1999-topps-tv,1.55,16.06,40.49,06/07/2024
Jesse [Foil] #TV9,pokemon-1999-topps-tv,9.28,109.00,373.18,06/07/2024
Mankey #56,pokemon-1999-topps-tv,2.73,28.32,62.70,06/07/2024
Machamp [Foil] #68,pokemon-1999-topps-tv,3.44,35.23,170.00,06/07/2024
Squirtle [Foil] #7,pokemon-1999-topps-tv,7.31,33.76,80.00,06/07/2024
"Arbok, Ekans #TV12",pokemon-1999-topps-tv,1.35,N/A,N/A,06/07/2024
Pidgeotto #17,pokemon-1999-topps-tv,2.93,16.00,41.56,06/07/2024
Sandshrew #27,pokemon-1999-topps-tv,2.23,9.50,38.00,06/07/2024
Alakazam #65,pokemon-1999-topps-tv,3.25,23.00,65.04,06/07/2024
Machamp #68,pokemon-1999-topps-tv,2.56,28.00,79.48,06/07/2024
Victreebell #71,pokemon-1999-topps-tv,2.67,9.50,44.00,06/07/2024
Nidoking #34,pokemon-1999-topps-tv,3.22,27.14,84.98,06/07/2024
Machamp [Rainbow Foil] #68,pokemon-1999-topps-tv,12.25,N/A,N/A,06/07/2024
Wartortle #8,pokemon-1999-topps-tv,2.84,21.00,33.05,06/07/2024
Misty #TV3,pokemon-1999-topps-tv,3.62,49.05,162.98,06/07/2024
Rattata [Foil] #19,pokemon-1999-topps-tv,0.99,25.00,N/A,06/07/2024
Clefable [Foil] #36,pokemon-1999-topps-tv,4.22,55.25,187.08,06/07/2024
Weepinbell #70,pokemon-1999-topps-tv,2.37,35.85,119.74,06/07/2024
Gary Oak [Foil] #TV8,pokemon-1999-topps-tv,3.99,49.00,160.00,06/07/2024
Bulbasaur [Foil] #1,pokemon-1999-topps-tv,13.40,32.08,61.00,06/07/2024
Squirtle [Rainbow Foil] #7,pokemon-1999-topps-tv,14.99,36.00,588.11,06/07/2024
"Koffing, Weezing #TV13",pokemon-1999-topps-tv,1.18,22.62,73.73,06/07/2024
Gary Oak #TV8,pokemon-1999-topps-tv,1.49,20.00,39.99,06/07/2024
Vulpix [Foil] #37,pokemon-1999-topps-tv,3.42,28.00,40.00,06/07/2024
Golduck [Rainbow Foil] #55,pokemon-1999-topps-tv,11.25,N/A,N/A,06/07/2024
Poliwhirl [Foil] #61,pokemon-1999-topps-tv,3.12,19.00,36.00,06/07/2024
Checklist [Foil],pokemon-1999-topps-tv,12.98,73.50,176.60,06/07/2024
Professor Oak [Foil] #TV7,pokemon-1999-topps-tv,3.99,49.00,160.00,06/07/2024
Clefable #36,pokemon-1999-topps-tv,1.89,19.00,44.40,06/07/2024
Staryu [Foil] #TV5,pokemon-1999-topps-tv,8.00,49.00,180.00,06/07/2024
Raticate #20,pokemon-1999-topps-tv,2.52,14.25,34.00,06/07/2024
Wartortle [Foil] #8,pokemon-1999-topps-tv,2.51,37.00,61.00,06/07/2024
Parasect #47,pokemon-1999-topps-tv,2.80,13.05,51.30,06/07/2024
Tentacool #72,pokemon-1999-topps-tv,2.68,15.78,43.70,06/07/2024
Staryu #TV5,pokemon-1999-topps-tv,6.28,77.12,97.34,06/07/2024
James [Rainbow] #TV10,pokemon-1999-topps-tv,19.99,N/A,N/A,06/07/2024
Beedrill [Foil] #15,pokemon-1999-topps-tv,2.86,40.65,94.99,06/07/2024
Meowth [Foil] #52,pokemon-1999-topps-tv,3.28,59.00,71.00,06/07/2024
Abra [Foil] #63,pokemon-1999-topps-tv,1.97,51.00,62.04,06/07/2024
James [Foil] #TV10,pokemon-1999-topps-tv,10.00,N/A,N/A,06/07/2024
Butterfree [Rainbow Foil] #12,pokemon-1999-topps-tv,7.10,N/A,N/A,06/07/2024
Nidoking [Foil] #34,pokemon-1999-topps-tv,6.50,19.99,180.67,06/07/2024
Clefairy [Rainbow Foil] #35,pokemon-1999-topps-tv,7.06,40.00,N/A,06/07/2024
Mankey [Foil] #56,pokemon-1999-topps-tv,3.18,20.25,75.25,06/07/2024
Spearow #21,pokemon-1999-topps-tv,1.63,28.11,51.00,06/07/2024
Nidoqueen [Foil] #31,pokemon-1999-topps-tv,3.33,25.00,84.04,06/07/2024
Vulpix [Rainbow Foil] #37,pokemon-1999-topps-tv,13.50,22.50,N/A,06/07/2024
Machoke [Foil] #67,pokemon-1999-topps-tv,4.00,21.00,178.84,06/07/2024
Wartortle [Rainbow Foil] #8,pokemon-1999-topps-tv,6.50,113.73,N/A,06/07/2024
Brock [Foil] #TV4,pokemon-1999-topps-tv,4.23,33.00,199.00,06/07/2024
Vileplume [Foil] #45,pokemon-1999-topps-tv,3.26,22.12,43.50,06/07/2024
Victreebell [Foil] #71,pokemon-1999-topps-tv,3.95,34.00,59.95,06/07/2024
Tentacool [Foil] #72,pokemon-1999-topps-tv,3.23,30.00,42.00,06/07/2024
"Koffing, Weezing [Foil] #TV13",pokemon-1999-topps-tv,0.99,49.00,199.00,06/07/2024
Kadabra [Rainbow Foil] #64,pokemon-1999-topps-tv,4.06,95.76,115.00,06/07/2024
Geodude #TV6,pokemon-1999-topps-tv,1.90,33.00,N/A,06/07/2024
Pidgeotto [Foil] #17,pokemon-1999-topps-tv,2.69,N/A,103.50,06/07/2024
Nidorino [Foil] #33,pokemon-1999-topps-tv,1.51,13.00,89.51,06/07/2024
Pidgeot [Foil] #18,pokemon-1999-topps-tv,2.75,35.00,132.42,06/07/2024
Fearow [Foil] #22,pokemon-1999-topps-tv,2.73,25.00,73.00,06/07/2024
Raichu [Rainbow Foil] #26,pokemon-1999-topps-tv,7.50,N/A,N/A,06/07/2024
Ninetails [Rainbow Foil] #38,pokemon-1999-topps-tv,9.99,51.00,N/A,06/07/2024
Gloom [Foil] #44,pokemon-1999-topps-tv,0.99,29.89,66.83,06/07/2024
Poliwrath [Foil] #62,pokemon-1999-topps-tv,2.37,15.50,51.00,06/07/2024
Geodude [Foil] #74,pokemon-1999-topps-tv,3.37,8.50,N/A,06/07/2024
"Arbok, Ekans [Foil] #TV12",pokemon-1999-topps-tv,4.80,54.50,N/A,06/07/2024
Caterpie [Rainbow Foil] #10,pokemon-1999-topps-tv,4.64,50.00,202.61,06/07/2024
Metapod [Rainbow Foil] #11,pokemon-1999-topps-tv,6.73,N/A,N/A,06/07/2024
Weedle [Foil] #13,pokemon-1999-topps-tv,2.41,12.78,119.63,06/07/2024
Kakuna [Foil] #14,pokemon-1999-topps-tv,5.25,14.50,85.00,06/07/2024
Kakuna [Rainbow Foil] #14,pokemon-1999-topps-tv,14.75,50.00,N/A,06/07/2024
Beedrill [Rainbow Foil] #15,pokemon-1999-topps-tv,18.67,N/A,N/A,06/07/2024
Pidgey [Rainbow Foil] #16,pokemon-1999-topps-tv,2.51,59.95,N/A,06/07/2024
Pidgeotto [Rainbow Foil] #17,pokemon-1999-topps-tv,7.69,N/A,N/A,06/07/2024
Pidgeot [Rainbow Foil] #18,pokemon-1999-topps-tv,6.25,N/A,N/A,06/07/2024
Rattata [Rainbow Foil] #19,pokemon-1999-topps-tv,6.00,N/A,N/A,06/07/2024
Ivysaur [Rainbow Foil] #2,pokemon-1999-topps-tv,15.23,30.00,596.85,06/07/2024
Raticate [Rainbow Foil] #20,pokemon-1999-topps-tv,1.25,N/A,N/A,06/07/2024
Spearow [Rainbow Foil] #21,pokemon-1999-topps-tv,5.50,90.43,309.24,06/07/2024
Fearow [Rainbow Foil] #22,pokemon-1999-topps-tv,2.21,N/A,N/A,06/07/2024
Ekans [Rainbow Foil] #23,pokemon-1999-topps-tv,5.74,50.00,N/A,06/07/2024
Arbok [Foil] #24,pokemon-1999-topps-tv,3.71,15.00,52.51,06/07/2024
Arbok [Rainbow Foil] #24,pokemon-1999-topps-tv,5.40,N/A,N/A,06/07/2024
Sandshrew [Rainbow Foil] #27,pokemon-1999-topps-tv,4.99,80.00,N/A,06/07/2024
Sandslash [Rainbow Foil] #28,pokemon-1999-topps-tv,4.99,N/A,N/A,06/07/2024
Nidorina [Foil] #30,pokemon-1999-topps-tv,2.32,16.00,94.45,06/07/2024
Nidorina [Rainbow Foil] #30,pokemon-1999-topps-tv,3.57,23.50,N/A,06/07/2024
Nidoqueen [Rainbow Foil] #31,pokemon-1999-topps-tv,0.99,N/A,N/A,06/07/2024
Nidoran [Rainbow Foil] #32,pokemon-1999-topps-tv,4.99,N/A,30.00,06/07/2024
Nidorino [Rainbow Foil] #33,pokemon-1999-topps-tv,8.13,N/A,N/A,06/07/2024
Nidoking [Rainbow Foil] #34,pokemon-1999-topps-tv,13.25,N/A,N/A,06/07/2024
Jigglypuff [Rainbow Foil] #39,pokemon-1999-topps-tv,5.51,N/A,N/A,06/07/2024
Wigglytuff [Rainbow Foil] #40,pokemon-1999-topps-tv,2.36,12.50,199.99,06/07/2024
Zubat [Foil] #41,pokemon-1999-topps-tv,4.76,12.00,45.00,06/07/2024
Zubat [Rainbow Foil] #41,pokemon-1999-topps-tv,5.99,N/A,N/A,06/07/2024
Golbat [Rainbow Foil] #42,pokemon-1999-topps-tv,18.67,N/A,N/A,06/07/2024
Oddish [Rainbow Foil] #43,pokemon-1999-topps-tv,9.49,N/A,N/A,06/07/2024
Gloom [Rainbow Foil] #44,pokemon-1999-topps-tv,4.99,N/A,N/A,06/07/2024
Paras [Rainbow Foil] #46,pokemon-1999-topps-tv,3.51,N/A,N/A,06/07/2024
Diglett [Foil] #50,pokemon-1999-topps-tv,4.96,25.00,149.99,06/07/2024
Diglett [Rainbow Foil] #50,pokemon-1999-topps-tv,3.99,N/A,N/A,06/07/2024
Dugtrio [Rainbow Foil] #51,pokemon-1999-topps-tv,6.50,N/A,N/A,06/07/2024
Meowth [Rainbow Foil] #52,pokemon-1999-topps-tv,3.25,N/A,98.00,06/07/2024
Persian [Rainbow Foil] #53,pokemon-1999-topps-tv,3.01,N/A,N/A,06/07/2024
Psyduck [Rainbow Foil] #54,pokemon-1999-topps-tv,12.38,100.00,N/A,06/07/2024
Mankey [Rainbow Foil] #56,pokemon-1999-topps-tv,5.95,N/A,46.00,06/07/2024
Primeape [Rainbow Foil] #57,pokemon-1999-topps-tv,1.75,N/A,N/A,06/07/2024
Growlithe [Rainbow Foil] #58,pokemon-1999-topps-tv,11.50,61.21,258.00,06/07/2024
Arcanine [Rainbow Foil] #59,pokemon-1999-topps-tv,21.51,N/A,N/A,06/07/2024
Poliwag [Rainbow Foil] #60,pokemon-1999-topps-tv,12.73,N/A,N/A,06/07/2024
Poliwhirl [Rainbow Foil] #61,pokemon-1999-topps-tv,7.99,N/A,N/A,06/07/2024
Poliwrath [Rainbow Foil] #62,pokemon-1999-topps-tv,12.35,N/A,N/A,06/07/2024
Abra [Rainbow Foil] #63,pokemon-1999-topps-tv,15.50,87.00,N/A,06/07/2024
Machop [Foil] #66,pokemon-1999-topps-tv,2.57,15.50,35.97,06/07/2024
Machop [Rainbow Foil] #66,pokemon-1999-topps-tv,6.17,20.50,99.00,06/07/2024
Machoke [Rainbow Foil] #67,pokemon-1999-topps-tv,5.99,61.00,73.00,06/07/2024
Bellsprout [Rainbow Foil] #69,pokemon-1999-topps-tv,3.65,N/A,81.00,06/07/2024
Weepinbell [Rainbow Foil] #70,pokemon-1999-topps-tv,18.67,N/A,N/A,06/07/2024
Victreebell [Rainbow Foil] #71,pokemon-1999-topps-tv,3.25,N/A,N/A,06/07/2024
Tentacool [Rainbow Foil] #72,pokemon-1999-topps-tv,2.12,32.73,108.92,06/07/2024
Tentacruel [Rainbow Foil] #73,pokemon-1999-topps-tv,19.62,N/A,N/A,06/07/2024
Geodude [Rainbow Foil] #74,pokemon-1999-topps-tv,10.80,125.81,432.03,06/07/2024
Graveler [Rainbow Foil] #75,pokemon-1999-topps-tv,9.99,39.50,157.10,06/07/2024
"Arbok, Ekans [Rainbow] #TV12",pokemon-1999-topps-tv,18.67,N/A,N/A,06/07/2024
"Koffing, Weezing [Rainbow] #TV13",pokemon-1999-topps-tv,19.62,N/A,N/A,06/07/2024
Brock [Rainbow] #TV4,pokemon-1999-topps-tv,12.35,N/A,N/A,06/07/2024
Staryu [Rainbow] #TV5,pokemon-1999-topps-tv,18.67,N/A,N/A,06/07/2024
Geodude [Rainbow] #TV6,pokemon-1999-topps-tv,16.00,N/A,N/A,06/07/2024
Gary Oak [Rainbow] #TV8,pokemon-1999-topps-tv,19.37,75.00,N/A,06/07/2024
Metapod [Foil] #11,pokemon-1999-topps-tv,1.48,9.00,46.50,06/07/2024
Ekans [Foil] #23,pokemon-1999-topps-tv,3.00,41.42,46.00,06/07/2024
Sandslash [Foil] #28,pokemon-1999-topps-tv,1.29,35.50,79.15,06/07/2024
Venomoth [Rainbow Foil] #49,pokemon-1999-topps-tv,9.06,N/A,N/A,06/07/2024
Poliwag [Foil] #60,pokemon-1999-topps-tv,2.87,18.00,55.00,06/07/2024
Kadabra [Foil] #64,pokemon-1999-topps-tv,2.50,14.50,96.66,06/07/2024
Tentacruel [Foil] #73,pokemon-1999-topps-tv,2.50,17.75,28.69,06/07/2024
Golem [Rainbow Foil] #76,pokemon-1999-topps-tv,4.02,N/A,N/A,06/07/2024
Weedle [Rainbow Foil] #13,pokemon-1999-topps-tv,8.99,N/A,N/A,06/07/2024
Pidgey [Foil] #16,pokemon-1999-topps-tv,2.25,19.25,37.50,06/07/2024
Vileplume [Rainbow Foil] #45,pokemon-1999-topps-tv,4.25,N/A,N/A,06/07/2024
Venomoth [Foil] #49,pokemon-1999-topps-tv,3.20,13.00,36.00,06/07/2024
Growlithe [Foil] #58,pokemon-1999-topps-tv,8.00,27.80,289.99,06/07/2024
Caterpie [Foil] #10,pokemon-1999-topps-tv,2.58,19.00,99.24,06/07/2024
Butterfree [Foil] #12,pokemon-1999-topps-tv,5.26,17.00,31.50,06/07/2024
Ivysaur [Foil] #2,pokemon-1999-topps-tv,4.46,20.00,89.00,06/07/2024
Nidoran [Foil] #29,pokemon-1999-topps-tv,4.99,15.50,215.77,06/07/2024
Jigglypuff [Foil] #39,pokemon-1999-topps-tv,2.25,24.99,71.08,06/07/2024
Wigglytuff [Foil] #40,pokemon-1999-topps-tv,3.13,15.04,N/A,06/07/2024
Golbat [Foil] #42,pokemon-1999-topps-tv,3.50,30.00,160.25,06/07/2024
Parasect [Foil] #47,pokemon-1999-topps-tv,3.51,15.25,N/A,06/07/2024
Venonat [Foil] #48,pokemon-1999-topps-tv,2.25,N/A,36.48,06/07/2024
Persian [Foil] #53,pokemon-1999-topps-tv,3.59,21.50,51.00,06/07/2024
Psyduck [Foil] #54,pokemon-1999-topps-tv,5.22,26.00,117.85,06/07/2024
Primeape [Foil] #57,pokemon-1999-topps-tv,3.50,46.63,69.99,06/07/2024
Graveler [Foil] #75,pokemon-1999-topps-tv,5.97,19.06,36.04,06/07/2024
Meowth #TV11,pokemon-1999-topps-tv,2.12,26.99,41.00,06/07/2024
Geodude [Foil] #TV6,pokemon-1999-topps-tv,2.79,49.00,160.00,06/07/2024
Professor Oak [Rainbow] #TV7,pokemon-1999-topps-tv,3.52,25.00,N/A,06/07/2024
Jesse [Rainbow] #TV9,pokemon-1999-topps-tv,2.25,N/A,N/A,06/07/2024
Raticate [Foil] #20,pokemon-1999-topps-tv,2.96,N/A,40.38,06/07/2024
Spearow [Foil] #21,pokemon-1999-topps-tv,3.67,49.32,166.44,06/07/2024
Sandshrew [Foil] #27,pokemon-1999-topps-tv,4.62,15.10,201.80,06/07/2024
Nidoran [Foil] #32,pokemon-1999-topps-tv,1.99,24.00,103.95,06/07/2024
Clefairy [Foil] #35,pokemon-1999-topps-tv,2.91,9.00,75.25,06/07/2024
Clefable [Rainbow Foil] #36,pokemon-1999-topps-tv,1.00,31.00,N/A,06/07/2024
Oddish [Foil] #43,pokemon-1999-topps-tv,2.25,34.13,90.00,06/07/2024
Paras [Foil] #46,pokemon-1999-topps-tv,3.58,22.00,162.44,06/07/2024
Parasect [Rainbow Foil] #47,pokemon-1999-topps-tv,5.68,N/A,N/A,06/07/2024
Venonat [Rainbow Foil] #48,pokemon-1999-topps-tv,2.12,21.50,N/A,06/07/2024
Dugtrio [Foil] #51,pokemon-1999-topps-tv,3.11,15.19,34.81,06/07/2024
Golduck [Foil] #55,pokemon-1999-topps-tv,3.00,17.62,141.54,06/07/2024
Bellsprout [Foil] #69,pokemon-1999-topps-tv,3.97,15.00,177.74,06/07/2024
Weepinbell [Foil] #70,pokemon-1999-topps-tv,3.65,N/A,N/A,06/07/2024
Golem [Foil] #76,pokemon-1999-topps-tv,3.50,16.90,41.93,06/07/2024
